0.10268760906437424 0.9232737638055638 1
0.8775064744922898 0.21282668354809287 1
0.05192958873688602 0.2563840377926855 -1
0.8746152256659181 0.24992174157288982 1
0.6821424865826158 0.327065237472667 1
0.35696946076868463 0.10955887432229827 -1
0.967084330466048 0.438099030802964 1
0.7934282896689282 0.9834468294995515 1
0.5215613805661946 0.5340387330770237 1
0.0189592581503345 0.4588775323286328 -1
0.45302735288741625 0.15038270495926542 -1
0.7197808686541335 0.8613040182285919 1
0.2696753767867589 0.9160747437054256 1
0.5339122101765972 0.6565471974525646 1
0.6984466639017606 0.9844833830590001 1
0.5487762404501537 0.001162176698368711 -1
0.3493882527704326 0.983833388160761 1
0.13863650911598535 0.948441786982238 1
0.652048900702606 0.9501326204546875 1
0.15202920552648558 0.39272867316677784 -1
0.3851111559956114 0.2339576123571594 -1
0.43298622012036636 0.5661540618374585 -1
0.4222146721610378 0.5570319005978162 -1
0.5397268626140063 0.7896152249679098 1
0.024933871873000557 0.23535118384370446 -1
0.3106291574971475 0.2237504041476689 -1
0.12813104407718356 0.08267964815753381 -1
0.619674210951361 0.5658641449453675 1
0.5834136395964796 0.6615625814346304 1
0.26219038423263363 0.9952016812626119 1
0.2531821421507633 0.3585698572698287 -1
0.4166058604147509 0.18166674498522772 -1
0.18076307372510858 0.22630618367243538 -1
0.539052528479751 0.8420216306557563 1
0.8013793876901842 0.6567935169888613 1
0.8650450898104396 0.1528046177156286 1
0.3042180527273112 0.72915174634312 1
0.9160939356346834 0.3106441592023709 1
0.8076126761886957 0.5090741389466864 1
0.5389915569392353 0.6683455791477048 1
0.9673671845016163 0.6684138186391455 1
0.041646214794062386 0.16907049210342284 -1
0.002503305981927717 0.540268725755216 -1
0.9317188485582045 0.251125000775437 1
0.8932239112706668 0.12827190192480342 1
0.6129520715573898 0.0023177213993791357 -1
0.6826404812053868 0.6483650306712495 1
0.14896313659597038 0.1055442468539084 -1
0.39682243917978577 0.8971528889408817 1
0.8654051275273648 0.036199771301473005 -1
